name,category,base,overlay,tags,master_svg,theme_svg_pattern,png_pattern
file,file,file,,file;,svg/master/file.svg,svg/{theme}/file.svg,png/{theme}/{size}/file.png
file_new,file,file,add,file;new,svg/master/file_new.svg,svg/{theme}/file_new.svg,png/{theme}/{size}/file_new.png
file_add,file,file,add,file;add,svg/master/file_add.svg,svg/{theme}/file_add.svg,png/{theme}/{size}/file_add.png
file_remove,file,file,remove,file;remove,svg/master/file_remove.svg,svg/{theme}/file_remove.svg,png/{theme}/{size}/file_remove.png
file_delete,file,file,delete,file;delete,svg/master/file_delete.svg,svg/{theme}/file_delete.svg,png/{theme}/{size}/file_delete.png
file_edit,file,file,edit,file;edit,svg/master/file_edit.svg,svg/{theme}/file_edit.svg,png/{theme}/{size}/file_edit.png
file_search,file,file,search,file;search,svg/master/file_search.svg,svg/{theme}/file_search.svg,png/{theme}/{size}/file_search.png
file_find,file,file,search,file;find,svg/master/file_find.svg,svg/{theme}/file_find.svg,png/{theme}/{size}/file_find.png
file_check,file,file,check,file;check,svg/master/file_check.svg,svg/{theme}/file_check.svg,png/{theme}/{size}/file_check.png
file_ok,file,file,check,file;ok,svg/master/file_ok.svg,svg/{theme}/file_ok.svg,png/{theme}/{size}/file_ok.png
file_error,file,file,error,file;error,svg/master/file_error.svg,svg/{theme}/file_error.svg,png/{theme}/{size}/file_error.png
file_warning,file,file,warning,file;warning,svg/master/file_warning.svg,svg/{theme}/file_warning.svg,png/{theme}/{size}/file_warning.png
file_info,file,file,info,file;info,svg/master/file_info.svg,svg/{theme}/file_info.svg,png/{theme}/{size}/file_info.png
file_help,file,file,help,file;help,svg/master/file_help.svg,svg/{theme}/file_help.svg,png/{theme}/{size}/file_help.png
file_settings,file,file,gear,file;settings,svg/master/file_settings.svg,svg/{theme}/file_settings.svg,png/{theme}/{size}/file_settings.png
file_properties,file,file,info,file;properties,svg/master/file_properties.svg,svg/{theme}/file_properties.svg,png/{theme}/{size}/file_properties.png
file_favorite,file,file,star,file;favorite,svg/master/file_favorite.svg,svg/{theme}/file_favorite.svg,png/{theme}/{size}/file_favorite.png
file_star,file,file,star,file;star,svg/master/file_star.svg,svg/{theme}/file_star.svg,png/{theme}/{size}/file_star.png
file_pin,file,file,pin,file;pin,svg/master/file_pin.svg,svg/{theme}/file_pin.svg,png/{theme}/{size}/file_pin.png
file_lock,file,file,lock,file;lock,svg/master/file_lock.svg,svg/{theme}/file_lock.svg,png/{theme}/{size}/file_lock.png
file_unlock,file,file,unlock,file;unlock,svg/master/file_unlock.svg,svg/{theme}/file_unlock.svg,png/{theme}/{size}/file_unlock.png
file_upload,file,file,upload,file;upload,svg/master/file_upload.svg,svg/{theme}/file_upload.svg,png/{theme}/{size}/file_upload.png
file_download,file,file,download,file;download,svg/master/file_download.svg,svg/{theme}/file_download.svg,png/{theme}/{size}/file_download.png
file_import,file,file,import,file;import,svg/master/file_import.svg,svg/{theme}/file_import.svg,png/{theme}/{size}/file_import.png
file_export,file,file,export,file;export,svg/master/file_export.svg,svg/{theme}/file_export.svg,png/{theme}/{size}/file_export.png
file_sync,file,file,sync,file;sync,svg/master/file_sync.svg,svg/{theme}/file_sync.svg,png/{theme}/{size}/file_sync.png
file_refresh,file,file,sync,file;refresh,svg/master/file_refresh.svg,svg/{theme}/file_refresh.svg,png/{theme}/{size}/file_refresh.png
file_share,file,file,share,file;share,svg/master/file_share.svg,svg/{theme}/file_share.svg,png/{theme}/{size}/file_share.png
file_link,file,file,link,file;link,svg/master/file_link.svg,svg/{theme}/file_link.svg,png/{theme}/{size}/file_link.png
file_copy,file,file,copy,file;copy,svg/master/file_copy.svg,svg/{theme}/file_copy.svg,png/{theme}/{size}/file_copy.png
file_move,file,file,right,file;move,svg/master/file_move.svg,svg/{theme}/file_move.svg,png/{theme}/{size}/file_move.png
file_preview,file,file,eye,file;preview,svg/master/file_preview.svg,svg/{theme}/file_preview.svg,png/{theme}/{size}/file_preview.png
file_hide,file,file,slash,file;hide,svg/master/file_hide.svg,svg/{theme}/file_hide.svg,png/{theme}/{size}/file_hide.png
file_history,file,file,time,file;history,svg/master/file_history.svg,svg/{theme}/file_history.svg,png/{theme}/{size}/file_history.png
file_cloud,file,file,cloud,file;cloud,svg/master/file_cloud.svg,svg/{theme}/file_cloud.svg,png/{theme}/{size}/file_cloud.png
file_user,file,file,user,file;user,svg/master/file_user.svg,svg/{theme}/file_user.svg,png/{theme}/{size}/file_user.png
file_open,file,file,up,file;open,svg/master/file_open.svg,svg/{theme}/file_open.svg,png/{theme}/{size}/file_open.png
file_save,file,file,download,file;save,svg/master/file_save.svg,svg/{theme}/file_save.svg,png/{theme}/{size}/file_save.png
file_save_as,file,file,edit,file;save_as,svg/master/file_save_as.svg,svg/{theme}/file_save_as.svg,png/{theme}/{size}/file_save_as.png
file_print,file,file,down,file;print,svg/master/file_print.svg,svg/{theme}/file_print.svg,png/{theme}/{size}/file_print.png
file_archive,file,file,down,file;archive,svg/master/file_archive.svg,svg/{theme}/file_archive.svg,png/{theme}/{size}/file_archive.png
file_compress,file,file,down,file;compress,svg/master/file_compress.svg,svg/{theme}/file_compress.svg,png/{theme}/{size}/file_compress.png
file_extract,file,file,up,file;extract,svg/master/file_extract.svg,svg/{theme}/file_extract.svg,png/{theme}/{size}/file_extract.png
file_merge,file,file,link,file;merge,svg/master/file_merge.svg,svg/{theme}/file_merge.svg,png/{theme}/{size}/file_merge.png
file_split,file,file,slash,file;split,svg/master/file_split.svg,svg/{theme}/file_split.svg,png/{theme}/{size}/file_split.png
file_compare,file,file,eye,file;compare,svg/master/file_compare.svg,svg/{theme}/file_compare.svg,png/{theme}/{size}/file_compare.png
file_template,file,file,star,file;template,svg/master/file_template.svg,svg/{theme}/file_template.svg,png/{theme}/{size}/file_template.png
file_certificate,file,file,check,file;certificate,svg/master/file_certificate.svg,svg/{theme}/file_certificate.svg,png/{theme}/{size}/file_certificate.png
file_signature,file,file,edit,file;signature,svg/master/file_signature.svg,svg/{theme}/file_signature.svg,png/{theme}/{size}/file_signature.png
file_encrypt,file,file,lock,file;encrypt,svg/master/file_encrypt.svg,svg/{theme}/file_encrypt.svg,png/{theme}/{size}/file_encrypt.png
file_decrypt,file,file,unlock,file;decrypt,svg/master/file_decrypt.svg,svg/{theme}/file_decrypt.svg,png/{theme}/{size}/file_decrypt.png
file_local,file,file,pin,file;local,svg/master/file_local.svg,svg/{theme}/file_local.svg,png/{theme}/{size}/file_local.png
file_bookmark,file,file,star,file;bookmark,svg/master/file_bookmark.svg,svg/{theme}/file_bookmark.svg,png/{theme}/{size}/file_bookmark.png
file_code,file,file,code,file;code,svg/master/file_code.svg,svg/{theme}/file_code.svg,png/{theme}/{size}/file_code.png
file_image,file,file,eye,file;image,svg/master/file_image.svg,svg/{theme}/file_image.svg,png/{theme}/{size}/file_image.png
file_audio,file,file,play,file;audio,svg/master/file_audio.svg,svg/{theme}/file_audio.svg,png/{theme}/{size}/file_audio.png
file_video,file,file,play,file;video,svg/master/file_video.svg,svg/{theme}/file_video.svg,png/{theme}/{size}/file_video.png
file_table,file,file,grid,file;table,svg/master/file_table.svg,svg/{theme}/file_table.svg,png/{theme}/{size}/file_table.png
file_database,file,file,cloud,file;database,svg/master/file_database.svg,svg/{theme}/file_database.svg,png/{theme}/{size}/file_database.png
file_binary,file,file,gear,file;binary,svg/master/file_binary.svg,svg/{theme}/file_binary.svg,png/{theme}/{size}/file_binary.png
file_text,file,file,info,file;text,svg/master/file_text.svg,svg/{theme}/file_text.svg,png/{theme}/{size}/file_text.png
file_markdown,file,file,code,file;markdown,svg/master/file_markdown.svg,svg/{theme}/file_markdown.svg,png/{theme}/{size}/file_markdown.png
file_script,file,file,code,file;script,svg/master/file_script.svg,svg/{theme}/file_script.svg,png/{theme}/{size}/file_script.png
document,file,file_stack,,document;,svg/master/document.svg,svg/{theme}/document.svg,png/{theme}/{size}/document.png
document_stack,file,file_stack,,document;stack,svg/master/document_stack.svg,svg/{theme}/document_stack.svg,png/{theme}/{size}/document_stack.png
document_copy,file,file_stack,copy,document;copy,svg/master/document_copy.svg,svg/{theme}/document_copy.svg,png/{theme}/{size}/document_copy.png
document_merge,file,file_stack,link,document;merge,svg/master/document_merge.svg,svg/{theme}/document_merge.svg,png/{theme}/{size}/document_merge.png
document_split,file,file_stack,slash,document;split,svg/master/document_split.svg,svg/{theme}/document_split.svg,png/{theme}/{size}/document_split.png
document_compare,file,file_stack,eye,document;compare,svg/master/document_compare.svg,svg/{theme}/document_compare.svg,png/{theme}/{size}/document_compare.png
document_version,file,file_stack,time,document;version,svg/master/document_version.svg,svg/{theme}/document_version.svg,png/{theme}/{size}/document_version.png
document_review,file,file_stack,check,document;review,svg/master/document_review.svg,svg/{theme}/document_review.svg,png/{theme}/{size}/document_review.png
document_draft,file,file_stack,edit,document;draft,svg/master/document_draft.svg,svg/{theme}/document_draft.svg,png/{theme}/{size}/document_draft.png
document_publish,file,file_stack,upload,document;publish,svg/master/document_publish.svg,svg/{theme}/document_publish.svg,png/{theme}/{size}/document_publish.png
folder,folder,folder,,folder;,svg/master/folder.svg,svg/{theme}/folder.svg,png/{theme}/{size}/folder.png
folder_new,folder,folder,add,folder;new,svg/master/folder_new.svg,svg/{theme}/folder_new.svg,png/{theme}/{size}/folder_new.png
folder_add,folder,folder,add,folder;add,svg/master/folder_add.svg,svg/{theme}/folder_add.svg,png/{theme}/{size}/folder_add.png
folder_remove,folder,folder,remove,folder;remove,svg/master/folder_remove.svg,svg/{theme}/folder_remove.svg,png/{theme}/{size}/folder_remove.png
folder_delete,folder,folder,delete,folder;delete,svg/master/folder_delete.svg,svg/{theme}/folder_delete.svg,png/{theme}/{size}/folder_delete.png
folder_edit,folder,folder,edit,folder;edit,svg/master/folder_edit.svg,svg/{theme}/folder_edit.svg,png/{theme}/{size}/folder_edit.png
folder_search,folder,folder,search,folder;search,svg/master/folder_search.svg,svg/{theme}/folder_search.svg,png/{theme}/{size}/folder_search.png
folder_find,folder,folder,search,folder;find,svg/master/folder_find.svg,svg/{theme}/folder_find.svg,png/{theme}/{size}/folder_find.png
folder_check,folder,folder,check,folder;check,svg/master/folder_check.svg,svg/{theme}/folder_check.svg,png/{theme}/{size}/folder_check.png
folder_ok,folder,folder,check,folder;ok,svg/master/folder_ok.svg,svg/{theme}/folder_ok.svg,png/{theme}/{size}/folder_ok.png
folder_error,folder,folder,error,folder;error,svg/master/folder_error.svg,svg/{theme}/folder_error.svg,png/{theme}/{size}/folder_error.png
folder_warning,folder,folder,warning,folder;warning,svg/master/folder_warning.svg,svg/{theme}/folder_warning.svg,png/{theme}/{size}/folder_warning.png
folder_info,folder,folder,info,folder;info,svg/master/folder_info.svg,svg/{theme}/folder_info.svg,png/{theme}/{size}/folder_info.png
folder_help,folder,folder,help,folder;help,svg/master/folder_help.svg,svg/{theme}/folder_help.svg,png/{theme}/{size}/folder_help.png
folder_settings,folder,folder,gear,folder;settings,svg/master/folder_settings.svg,svg/{theme}/folder_settings.svg,png/{theme}/{size}/folder_settings.png
folder_properties,folder,folder,info,folder;properties,svg/master/folder_properties.svg,svg/{theme}/folder_properties.svg,png/{theme}/{size}/folder_properties.png
folder_favorite,folder,folder,star,folder;favorite,svg/master/folder_favorite.svg,svg/{theme}/folder_favorite.svg,png/{theme}/{size}/folder_favorite.png
folder_star,folder,folder,star,folder;star,svg/master/folder_star.svg,svg/{theme}/folder_star.svg,png/{theme}/{size}/folder_star.png
folder_pin,folder,folder,pin,folder;pin,svg/master/folder_pin.svg,svg/{theme}/folder_pin.svg,png/{theme}/{size}/folder_pin.png
folder_lock,folder,folder,lock,folder;lock,svg/master/folder_lock.svg,svg/{theme}/folder_lock.svg,png/{theme}/{size}/folder_lock.png
folder_unlock,folder,folder,unlock,folder;unlock,svg/master/folder_unlock.svg,svg/{theme}/folder_unlock.svg,png/{theme}/{size}/folder_unlock.png
folder_upload,folder,folder,upload,folder;upload,svg/master/folder_upload.svg,svg/{theme}/folder_upload.svg,png/{theme}/{size}/folder_upload.png
folder_download,folder,folder,download,folder;download,svg/master/folder_download.svg,svg/{theme}/folder_download.svg,png/{theme}/{size}/folder_download.png
folder_import,folder,folder,import,folder;import,svg/master/folder_import.svg,svg/{theme}/folder_import.svg,png/{theme}/{size}/folder_import.png
folder_export,folder,folder,export,folder;export,svg/master/folder_export.svg,svg/{theme}/folder_export.svg,png/{theme}/{size}/folder_export.png
folder_sync,folder,folder,sync,folder;sync,svg/master/folder_sync.svg,svg/{theme}/folder_sync.svg,png/{theme}/{size}/folder_sync.png
folder_refresh,folder,folder,sync,folder;refresh,svg/master/folder_refresh.svg,svg/{theme}/folder_refresh.svg,png/{theme}/{size}/folder_refresh.png
folder_share,folder,folder,share,folder;share,svg/master/folder_share.svg,svg/{theme}/folder_share.svg,png/{theme}/{size}/folder_share.png
folder_link,folder,folder,link,folder;link,svg/master/folder_link.svg,svg/{theme}/folder_link.svg,png/{theme}/{size}/folder_link.png
folder_copy,folder,folder,copy,folder;copy,svg/master/folder_copy.svg,svg/{theme}/folder_copy.svg,png/{theme}/{size}/folder_copy.png
folder_move,folder,folder,right,folder;move,svg/master/folder_move.svg,svg/{theme}/folder_move.svg,png/{theme}/{size}/folder_move.png
folder_preview,folder,folder,eye,folder;preview,svg/master/folder_preview.svg,svg/{theme}/folder_preview.svg,png/{theme}/{size}/folder_preview.png
folder_hide,folder,folder,slash,folder;hide,svg/master/folder_hide.svg,svg/{theme}/folder_hide.svg,png/{theme}/{size}/folder_hide.png
folder_history,folder,folder,time,folder;history,svg/master/folder_history.svg,svg/{theme}/folder_history.svg,png/{theme}/{size}/folder_history.png
folder_cloud,folder,folder,cloud,folder;cloud,svg/master/folder_cloud.svg,svg/{theme}/folder_cloud.svg,png/{theme}/{size}/folder_cloud.png
folder_user,folder,folder,user,folder;user,svg/master/folder_user.svg,svg/{theme}/folder_user.svg,png/{theme}/{size}/folder_user.png
folder_open,folder,folder,,folder;open,svg/master/folder_open.svg,svg/{theme}/folder_open.svg,png/{theme}/{size}/folder_open.png
folder_closed,folder,folder,,folder;closed,svg/master/folder_closed.svg,svg/{theme}/folder_closed.svg,png/{theme}/{size}/folder_closed.png
folder_root,folder,folder,pin,folder;root,svg/master/folder_root.svg,svg/{theme}/folder_root.svg,png/{theme}/{size}/folder_root.png
folder_home,folder,folder,user,folder;home,svg/master/folder_home.svg,svg/{theme}/folder_home.svg,png/{theme}/{size}/folder_home.png
folder_project,folder,folder,star,folder;project,svg/master/folder_project.svg,svg/{theme}/folder_project.svg,png/{theme}/{size}/folder_project.png
folder_library,folder,folder,grid,folder;library,svg/master/folder_library.svg,svg/{theme}/folder_library.svg,png/{theme}/{size}/folder_library.png
folder_backup,folder,folder,cloud,folder;backup,svg/master/folder_backup.svg,svg/{theme}/folder_backup.svg,png/{theme}/{size}/folder_backup.png
folder_temp,folder,folder,time,folder;temp,svg/master/folder_temp.svg,svg/{theme}/folder_temp.svg,png/{theme}/{size}/folder_temp.png
folder_mount,folder,folder,link,folder;mount,svg/master/folder_mount.svg,svg/{theme}/folder_mount.svg,png/{theme}/{size}/folder_mount.png
folder_open_new,folder,folder_open,add,folder_open;new,svg/master/folder_open_new.svg,svg/{theme}/folder_open_new.svg,png/{theme}/{size}/folder_open_new.png
folder_open_search,folder,folder_open,search,folder_open;search,svg/master/folder_open_search.svg,svg/{theme}/folder_open_search.svg,png/{theme}/{size}/folder_open_search.png
folder_open_sync,folder,folder_open,sync,folder_open;sync,svg/master/folder_open_sync.svg,svg/{theme}/folder_open_sync.svg,png/{theme}/{size}/folder_open_sync.png
folder_open_warning,folder,folder_open,warning,folder_open;warning,svg/master/folder_open_warning.svg,svg/{theme}/folder_open_warning.svg,png/{theme}/{size}/folder_open_warning.png
folder_open_lock,folder,folder_open,lock,folder_open;lock,svg/master/folder_open_lock.svg,svg/{theme}/folder_open_lock.svg,png/{theme}/{size}/folder_open_lock.png
folder_open_upload,folder,folder_open,upload,folder_open;upload,svg/master/folder_open_upload.svg,svg/{theme}/folder_open_upload.svg,png/{theme}/{size}/folder_open_upload.png
folder_open_download,folder,folder_open,download,folder_open;download,svg/master/folder_open_download.svg,svg/{theme}/folder_open_download.svg,png/{theme}/{size}/folder_open_download.png
cut,edit,scissors,,,svg/master/cut.svg,svg/{theme}/cut.svg,png/{theme}/{size}/cut.png
copy,edit,copy,,,svg/master/copy.svg,svg/{theme}/copy.svg,png/{theme}/{size}/copy.png
paste,edit,clipboard,download,,svg/master/paste.svg,svg/{theme}/paste.svg,png/{theme}/{size}/paste.png
clipboard,edit,clipboard,,,svg/master/clipboard.svg,svg/{theme}/clipboard.svg,png/{theme}/{size}/clipboard.png
clipboard_add,edit,clipboard,add,,svg/master/clipboard_add.svg,svg/{theme}/clipboard_add.svg,png/{theme}/{size}/clipboard_add.png
clipboard_check,edit,clipboard,check,,svg/master/clipboard_check.svg,svg/{theme}/clipboard_check.svg,png/{theme}/{size}/clipboard_check.png
clipboard_delete,edit,clipboard,delete,,svg/master/clipboard_delete.svg,svg/{theme}/clipboard_delete.svg,png/{theme}/{size}/clipboard_delete.png
clipboard_search,edit,clipboard,search,,svg/master/clipboard_search.svg,svg/{theme}/clipboard_search.svg,png/{theme}/{size}/clipboard_search.png
undo,edit,undo,,,svg/master/undo.svg,svg/{theme}/undo.svg,png/{theme}/{size}/undo.png
redo,edit,redo,,,svg/master/redo.svg,svg/{theme}/redo.svg,png/{theme}/{size}/redo.png
eraser,edit,pencil,slash,,svg/master/eraser.svg,svg/{theme}/eraser.svg,png/{theme}/{size}/eraser.png
pencil,edit,pencil,,,svg/master/pencil.svg,svg/{theme}/pencil.svg,png/{theme}/{size}/pencil.png
edit,edit,pencil,,,svg/master/edit.svg,svg/{theme}/edit.svg,png/{theme}/{size}/edit.png
draw,edit,brush,,,svg/master/draw.svg,svg/{theme}/draw.svg,png/{theme}/{size}/draw.png
brush,edit,brush,,,svg/master/brush.svg,svg/{theme}/brush.svg,png/{theme}/{size}/brush.png
paint,edit,palette,,,svg/master/paint.svg,svg/{theme}/paint.svg,png/{theme}/{size}/paint.png
color_picker,edit,palette,search,,svg/master/color_picker.svg,svg/{theme}/color_picker.svg,png/{theme}/{size}/color_picker.png
fill_color,edit,palette,download,,svg/master/fill_color.svg,svg/{theme}/fill_color.svg,png/{theme}/{size}/fill_color.png
stroke_color,edit,brush,edit,,svg/master/stroke_color.svg,svg/{theme}/stroke_color.svg,png/{theme}/{size}/stroke_color.png
crop,edit,crop,,,svg/master/crop.svg,svg/{theme}/crop.svg,png/{theme}/{size}/crop.png
selection,edit,selection,,,svg/master/selection.svg,svg/{theme}/selection.svg,png/{theme}/{size}/selection.png
select_all,edit,selection,check,,svg/master/select_all.svg,svg/{theme}/select_all.svg,png/{theme}/{size}/select_all.png
select_none,edit,selection,delete,,svg/master/select_none.svg,svg/{theme}/select_none.svg,png/{theme}/{size}/select_none.png
cursor,edit,cursor,,,svg/master/cursor.svg,svg/{theme}/cursor.svg,png/{theme}/{size}/cursor.png
hand,edit,hand,,,svg/master/hand.svg,svg/{theme}/hand.svg,png/{theme}/{size}/hand.png
find,edit,search,,,svg/master/find.svg,svg/{theme}/find.svg,png/{theme}/{size}/find.png
find_next,edit,search,down,,svg/master/find_next.svg,svg/{theme}/find_next.svg,png/{theme}/{size}/find_next.png
find_previous,edit,search,up,,svg/master/find_previous.svg,svg/{theme}/find_previous.svg,png/{theme}/{size}/find_previous.png
replace,edit,refresh,,,svg/master/replace.svg,svg/{theme}/replace.svg,png/{theme}/{size}/replace.png
filter,edit,filter,,,svg/master/filter.svg,svg/{theme}/filter.svg,png/{theme}/{size}/filter.png
sort,edit,sort,,,svg/master/sort.svg,svg/{theme}/sort.svg,png/{theme}/{size}/sort.png
sort_ascending,edit,sort,up,,svg/master/sort_ascending.svg,svg/{theme}/sort_ascending.svg,png/{theme}/{size}/sort_ascending.png
sort_descending,edit,sort,down,,svg/master/sort_descending.svg,svg/{theme}/sort_descending.svg,png/{theme}/{size}/sort_descending.png
tag,edit,tag,,,svg/master/tag.svg,svg/{theme}/tag.svg,png/{theme}/{size}/tag.png
tag_add,edit,tag,add,,svg/master/tag_add.svg,svg/{theme}/tag_add.svg,png/{theme}/{size}/tag_add.png
tag_remove,edit,tag,remove,,svg/master/tag_remove.svg,svg/{theme}/tag_remove.svg,png/{theme}/{size}/tag_remove.png
bookmark,edit,bookmark,,,svg/master/bookmark.svg,svg/{theme}/bookmark.svg,png/{theme}/{size}/bookmark.png
bookmark_add,edit,bookmark,add,,svg/master/bookmark_add.svg,svg/{theme}/bookmark_add.svg,png/{theme}/{size}/bookmark_add.png
bookmark_remove,edit,bookmark,remove,,svg/master/bookmark_remove.svg,svg/{theme}/bookmark_remove.svg,png/{theme}/{size}/bookmark_remove.png
flag,edit,flag,,,svg/master/flag.svg,svg/{theme}/flag.svg,png/{theme}/{size}/flag.png
flag_check,edit,flag,check,,svg/master/flag_check.svg,svg/{theme}/flag_check.svg,png/{theme}/{size}/flag_check.png
bold,text,bold,,,svg/master/bold.svg,svg/{theme}/bold.svg,png/{theme}/{size}/bold.png
italic,text,italic,,,svg/master/italic.svg,svg/{theme}/italic.svg,png/{theme}/{size}/italic.png
underline,text,underline,,,svg/master/underline.svg,svg/{theme}/underline.svg,png/{theme}/{size}/underline.png
strikethrough,text,strikethrough,,,svg/master/strikethrough.svg,svg/{theme}/strikethrough.svg,png/{theme}/{size}/strikethrough.png
paragraph,text,paragraph,,,svg/master/paragraph.svg,svg/{theme}/paragraph.svg,png/{theme}/{size}/paragraph.png
quote,text,quote,,,svg/master/quote.svg,svg/{theme}/quote.svg,png/{theme}/{size}/quote.png
text,text,text,,,svg/master/text.svg,svg/{theme}/text.svg,png/{theme}/{size}/text.png
text_add,text,text,add,,svg/master/text_add.svg,svg/{theme}/text_add.svg,png/{theme}/{size}/text_add.png
