index,uid,name,category,base,modifier,description,tags,svg_master,svg_themed_pattern,png_pattern,sizes,themes
214,NE0214,tongue_out_headphones,playful,tongue_out,headphones,Original Neutrino emoji: tongue out with headphones overlay.,playful|tongue|silly|audio,svg/master/tongue_out_headphones.svg,svg/{theme}/tongue_out_headphones.svg,png/{theme}/{size}/tongue_out_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
215,NE0215,tongue_out_crown,playful,tongue_out,crown,Original Neutrino emoji: tongue out with small crown.,playful|tongue|silly|royal,svg/master/tongue_out_crown.svg,svg/{theme}/tongue_out_crown.svg,png/{theme}/{size}/tongue_out_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
216,NE0216,tongue_out_cap,playful,tongue_out,cap,Original Neutrino emoji: tongue out with baseball cap.,playful|tongue|silly|cap,svg/master/tongue_out_cap.svg,svg/{theme}/tongue_out_cap.svg,png/{theme}/{size}/tongue_out_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
217,NE0217,tongue_out_heart_badge,playful,tongue_out,heart_badge,Original Neutrino emoji: tongue out with small heart badge.,playful|tongue|silly|love|badge,svg/master/tongue_out_heart_badge.svg,svg/{theme}/tongue_out_heart_badge.svg,png/{theme}/{size}/tongue_out_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
218,NE0218,tongue_out_question_badge,playful,tongue_out,question_badge,Original Neutrino emoji: tongue out with question badge.,playful|tongue|silly|question|badge,svg/master/tongue_out_question_badge.svg,svg/{theme}/tongue_out_question_badge.svg,png/{theme}/{size}/tongue_out_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
219,NE0219,tongue_out_exclamation_badge,playful,tongue_out,exclamation_badge,Original Neutrino emoji: tongue out with exclamation badge.,playful|tongue|silly|alert|badge,svg/master/tongue_out_exclamation_badge.svg,svg/{theme}/tongue_out_exclamation_badge.svg,png/{theme}/{size}/tongue_out_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
220,NE0220,tongue_out_neutrino_orbit,playful,tongue_out,neutrino_orbit,Original Neutrino emoji: tongue out with Neutrino orbit mark.,playful|tongue|silly|neutrino|orbit,svg/master/tongue_out_neutrino_orbit.svg,svg/{theme}/tongue_out_neutrino_orbit.svg,png/{theme}/{size}/tongue_out_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
221,NE0221,silly_plain,playful,silly,plain,Original Neutrino emoji: silly with base expression only.,playful|silly|fun,svg/master/silly_plain.svg,svg/{theme}/silly_plain.svg,png/{theme}/{size}/silly_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
222,NE0222,silly_soft_shadow,playful,silly,soft_shadow,Original Neutrino emoji: silly with extra soft drop shadow.,playful|silly|fun|depth,svg/master/silly_soft_shadow.svg,svg/{theme}/silly_soft_shadow.svg,png/{theme}/{size}/silly_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
223,NE0223,silly_sparkle,playful,silly,sparkle,Original Neutrino emoji: silly with sparkle accent.,playful|silly|fun|sparkle,svg/master/silly_sparkle.svg,svg/{theme}/silly_sparkle.svg,png/{theme}/{size}/silly_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
224,NE0224,silly_left_sweat,playful,silly,left_sweat,Original Neutrino emoji: silly with left-side sweat drop.,playful|silly|fun|sweat,svg/master/silly_left_sweat.svg,svg/{theme}/silly_left_sweat.svg,png/{theme}/{size}/silly_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
225,NE0225,silly_right_tear,playful,silly,right_tear,Original Neutrino emoji: silly with right-side tear drop.,playful|silly|fun|tear,svg/master/silly_right_tear.svg,svg/{theme}/silly_right_tear.svg,png/{theme}/{size}/silly_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
226,NE0226,silly_cheek_blush,playful,silly,cheek_blush,Original Neutrino emoji: silly with cheek blush marks.,playful|silly|fun|blush,svg/master/silly_cheek_blush.svg,svg/{theme}/silly_cheek_blush.svg,png/{theme}/{size}/silly_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
227,NE0227,silly_halo,playful,silly,halo,Original Neutrino emoji: silly with halo ring.,playful|silly|fun|angel,svg/master/silly_halo.svg,svg/{theme}/silly_halo.svg,png/{theme}/{size}/silly_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
228,NE0228,silly_tiny_horns,playful,silly,tiny_horns,Original Neutrino emoji: silly with small horns.,playful|silly|fun|mischief,svg/master/silly_tiny_horns.svg,svg/{theme}/silly_tiny_horns.svg,png/{theme}/{size}/silly_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
229,NE0229,silly_party_hat,playful,silly,party_hat,Original Neutrino emoji: silly with party hat.,playful|silly|fun|party,svg/master/silly_party_hat.svg,svg/{theme}/silly_party_hat.svg,png/{theme}/{size}/silly_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
230,NE0230,silly_sunglasses_badge,playful,silly,sunglasses_badge,Original Neutrino emoji: silly with small sunglasses badge.,playful|silly|fun|badge|cool,svg/master/silly_sunglasses_badge.svg,svg/{theme}/silly_sunglasses_badge.svg,png/{theme}/{size}/silly_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
231,NE0231,silly_monocle_badge,playful,silly,monocle_badge,Original Neutrino emoji: silly with small monocle badge.,playful|silly|fun|badge|inspect,svg/master/silly_monocle_badge.svg,svg/{theme}/silly_monocle_badge.svg,png/{theme}/{size}/silly_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
232,NE0232,silly_medical_mask,playful,silly,medical_mask,Original Neutrino emoji: silly with medical mask overlay.,playful|silly|fun|mask|health,svg/master/silly_medical_mask.svg,svg/{theme}/silly_medical_mask.svg,png/{theme}/{size}/silly_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
233,NE0233,silly_thermometer,playful,silly,thermometer,Original Neutrino emoji: silly with thermometer accent.,playful|silly|fun|fever,svg/master/silly_thermometer.svg,svg/{theme}/silly_thermometer.svg,png/{theme}/{size}/silly_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
234,NE0234,silly_headphones,playful,silly,headphones,Original Neutrino emoji: silly with headphones overlay.,playful|silly|fun|audio,svg/master/silly_headphones.svg,svg/{theme}/silly_headphones.svg,png/{theme}/{size}/silly_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
235,NE0235,silly_crown,playful,silly,crown,Original Neutrino emoji: silly with small crown.,playful|silly|fun|royal,svg/master/silly_crown.svg,svg/{theme}/silly_crown.svg,png/{theme}/{size}/silly_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
236,NE0236,silly_cap,playful,silly,cap,Original Neutrino emoji: silly with baseball cap.,playful|silly|fun|cap,svg/master/silly_cap.svg,svg/{theme}/silly_cap.svg,png/{theme}/{size}/silly_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
237,NE0237,silly_heart_badge,playful,silly,heart_badge,Original Neutrino emoji: silly with small heart badge.,playful|silly|fun|love|badge,svg/master/silly_heart_badge.svg,svg/{theme}/silly_heart_badge.svg,png/{theme}/{size}/silly_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
238,NE0238,silly_question_badge,playful,silly,question_badge,Original Neutrino emoji: silly with question badge.,playful|silly|fun|question|badge,svg/master/silly_question_badge.svg,svg/{theme}/silly_question_badge.svg,png/{theme}/{size}/silly_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
239,NE0239,silly_exclamation_badge,playful,silly,exclamation_badge,Original Neutrino emoji: silly with exclamation badge.,playful|silly|fun|alert|badge,svg/master/silly_exclamation_badge.svg,svg/{theme}/silly_exclamation_badge.svg,png/{theme}/{size}/silly_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
240,NE0240,silly_neutrino_orbit,playful,silly,neutrino_orbit,Original Neutrino emoji: silly with Neutrino orbit mark.,playful|silly|fun|neutrino|orbit,svg/master/silly_neutrino_orbit.svg,svg/{theme}/silly_neutrino_orbit.svg,png/{theme}/{size}/silly_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
241,NE0241,zany_plain,playful,zany,plain,Original Neutrino emoji: zany with base expression only.,playful|zany|wild,svg/master/zany_plain.svg,svg/{theme}/zany_plain.svg,png/{theme}/{size}/zany_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
242,NE0242,zany_soft_shadow,playful,zany,soft_shadow,Original Neutrino emoji: zany with extra soft drop shadow.,playful|zany|wild|depth,svg/master/zany_soft_shadow.svg,svg/{theme}/zany_soft_shadow.svg,png/{theme}/{size}/zany_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
243,NE0243,zany_sparkle,playful,zany,sparkle,Original Neutrino emoji: zany with sparkle accent.,playful|zany|wild|sparkle,svg/master/zany_sparkle.svg,svg/{theme}/zany_sparkle.svg,png/{theme}/{size}/zany_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
244,NE0244,zany_left_sweat,playful,zany,left_sweat,Original Neutrino emoji: zany with left-side sweat drop.,playful|zany|wild|sweat,svg/master/zany_left_sweat.svg,svg/{theme}/zany_left_sweat.svg,png/{theme}/{size}/zany_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
245,NE0245,zany_right_tear,playful,zany,right_tear,Original Neutrino emoji: zany with right-side tear drop.,playful|zany|wild|tear,svg/master/zany_right_tear.svg,svg/{theme}/zany_right_tear.svg,png/{theme}/{size}/zany_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
246,NE0246,zany_cheek_blush,playful,zany,cheek_blush,Original Neutrino emoji: zany with cheek blush marks.,playful|zany|wild|blush,svg/master/zany_cheek_blush.svg,svg/{theme}/zany_cheek_blush.svg,png/{theme}/{size}/zany_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
247,NE0247,zany_halo,playful,zany,halo,Original Neutrino emoji: zany with halo ring.,playful|zany|wild|angel,svg/master/zany_halo.svg,svg/{theme}/zany_halo.svg,png/{theme}/{size}/zany_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
248,NE0248,zany_tiny_horns,playful,zany,tiny_horns,Original Neutrino emoji: zany with small horns.,playful|zany|wild|mischief,svg/master/zany_tiny_horns.svg,svg/{theme}/zany_tiny_horns.svg,png/{theme}/{size}/zany_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
249,NE0249,zany_party_hat,playful,zany,party_hat,Original Neutrino emoji: zany with party hat.,playful|zany|wild|party,svg/master/zany_party_hat.svg,svg/{theme}/zany_party_hat.svg,png/{theme}/{size}/zany_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
250,NE0250,zany_sunglasses_badge,playful,zany,sunglasses_badge,Original Neutrino emoji: zany with small sunglasses badge.,playful|zany|wild|badge|cool,svg/master/zany_sunglasses_badge.svg,svg/{theme}/zany_sunglasses_badge.svg,png/{theme}/{size}/zany_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
251,NE0251,zany_monocle_badge,playful,zany,monocle_badge,Original Neutrino emoji: zany with small monocle badge.,playful|zany|wild|badge|inspect,svg/master/zany_monocle_badge.svg,svg/{theme}/zany_monocle_badge.svg,png/{theme}/{size}/zany_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
252,NE0252,zany_medical_mask,playful,zany,medical_mask,Original Neutrino emoji: zany with medical mask overlay.,playful|zany|wild|mask|health,svg/master/zany_medical_mask.svg,svg/{theme}/zany_medical_mask.svg,png/{theme}/{size}/zany_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
253,NE0253,zany_thermometer,playful,zany,thermometer,Original Neutrino emoji: zany with thermometer accent.,playful|zany|wild|fever,svg/master/zany_thermometer.svg,svg/{theme}/zany_thermometer.svg,png/{theme}/{size}/zany_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
254,NE0254,zany_headphones,playful,zany,headphones,Original Neutrino emoji: zany with headphones overlay.,playful|zany|wild|audio,svg/master/zany_headphones.svg,svg/{theme}/zany_headphones.svg,png/{theme}/{size}/zany_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
255,NE0255,zany_crown,playful,zany,crown,Original Neutrino emoji: zany with small crown.,playful|zany|wild|royal,svg/master/zany_crown.svg,svg/{theme}/zany_crown.svg,png/{theme}/{size}/zany_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
256,NE0256,zany_cap,playful,zany,cap,Original Neutrino emoji: zany with baseball cap.,playful|zany|wild|cap,svg/master/zany_cap.svg,svg/{theme}/zany_cap.svg,png/{theme}/{size}/zany_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
257,NE0257,zany_heart_badge,playful,zany,heart_badge,Original Neutrino emoji: zany with small heart badge.,playful|zany|wild|love|badge,svg/master/zany_heart_badge.svg,svg/{theme}/zany_heart_badge.svg,png/{theme}/{size}/zany_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
258,NE0258,zany_question_badge,playful,zany,question_badge,Original Neutrino emoji: zany with question badge.,playful|zany|wild|question|badge,svg/master/zany_question_badge.svg,svg/{theme}/zany_question_badge.svg,png/{theme}/{size}/zany_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
259,NE0259,zany_exclamation_badge,playful,zany,exclamation_badge,Original Neutrino emoji: zany with exclamation badge.,playful|zany|wild|alert|badge,svg/master/zany_exclamation_badge.svg,svg/{theme}/zany_exclamation_badge.svg,png/{theme}/{size}/zany_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
260,NE0260,zany_neutrino_orbit,playful,zany,neutrino_orbit,Original Neutrino emoji: zany with Neutrino orbit mark.,playful|zany|wild|neutrino|orbit,svg/master/zany_neutrino_orbit.svg,svg/{theme}/zany_neutrino_orbit.svg,png/{theme}/{size}/zany_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
261,NE0261,blush_plain,affection,blush,plain,Original Neutrino emoji: blush with base expression only.,affection|blush|warm,svg/master/blush_plain.svg,svg/{theme}/blush_plain.svg,png/{theme}/{size}/blush_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
262,NE0262,blush_soft_shadow,affection,blush,soft_shadow,Original Neutrino emoji: blush with extra soft drop shadow.,affection|blush|warm|depth,svg/master/blush_soft_shadow.svg,svg/{theme}/blush_soft_shadow.svg,png/{theme}/{size}/blush_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
263,NE0263,blush_sparkle,affection,blush,sparkle,Original Neutrino emoji: blush with sparkle accent.,affection|blush|warm|sparkle,svg/master/blush_sparkle.svg,svg/{theme}/blush_sparkle.svg,png/{theme}/{size}/blush_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
264,NE0264,blush_left_sweat,affection,blush,left_sweat,Original Neutrino emoji: blush with left-side sweat drop.,affection|blush|warm|sweat,svg/master/blush_left_sweat.svg,svg/{theme}/blush_left_sweat.svg,png/{theme}/{size}/blush_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
