index,uid,name,category,base,modifier,description,tags,svg_master,svg_themed_pattern,png_pattern,sizes,themes
514,NE0514,confused_headphones,thought,confused,headphones,Original Neutrino emoji: confused with headphones overlay.,thought|confused|question|audio,svg/master/confused_headphones.svg,svg/{theme}/confused_headphones.svg,png/{theme}/{size}/confused_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
515,NE0515,confused_crown,thought,confused,crown,Original Neutrino emoji: confused with small crown.,thought|confused|question|royal,svg/master/confused_crown.svg,svg/{theme}/confused_crown.svg,png/{theme}/{size}/confused_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
516,NE0516,confused_cap,thought,confused,cap,Original Neutrino emoji: confused with baseball cap.,thought|confused|question|cap,svg/master/confused_cap.svg,svg/{theme}/confused_cap.svg,png/{theme}/{size}/confused_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
517,NE0517,confused_heart_badge,thought,confused,heart_badge,Original Neutrino emoji: confused with small heart badge.,thought|confused|question|love|badge,svg/master/confused_heart_badge.svg,svg/{theme}/confused_heart_badge.svg,png/{theme}/{size}/confused_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
518,NE0518,confused_question_badge,thought,confused,question_badge,Original Neutrino emoji: confused with question badge.,thought|confused|question|badge,svg/master/confused_question_badge.svg,svg/{theme}/confused_question_badge.svg,png/{theme}/{size}/confused_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
519,NE0519,confused_exclamation_badge,thought,confused,exclamation_badge,Original Neutrino emoji: confused with exclamation badge.,thought|confused|question|alert|badge,svg/master/confused_exclamation_badge.svg,svg/{theme}/confused_exclamation_badge.svg,png/{theme}/{size}/confused_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
520,NE0520,confused_neutrino_orbit,thought,confused,neutrino_orbit,Original Neutrino emoji: confused with Neutrino orbit mark.,thought|confused|question|neutrino|orbit,svg/master/confused_neutrino_orbit.svg,svg/{theme}/confused_neutrino_orbit.svg,png/{theme}/{size}/confused_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
521,NE0521,raised_brow_plain,thought,raised_brow,plain,Original Neutrino emoji: raised brow with base expression only.,thought|skeptical|brow,svg/master/raised_brow_plain.svg,svg/{theme}/raised_brow_plain.svg,png/{theme}/{size}/raised_brow_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
522,NE0522,raised_brow_soft_shadow,thought,raised_brow,soft_shadow,Original Neutrino emoji: raised brow with extra soft drop shadow.,thought|skeptical|brow|depth,svg/master/raised_brow_soft_shadow.svg,svg/{theme}/raised_brow_soft_shadow.svg,png/{theme}/{size}/raised_brow_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
523,NE0523,raised_brow_sparkle,thought,raised_brow,sparkle,Original Neutrino emoji: raised brow with sparkle accent.,thought|skeptical|brow|sparkle,svg/master/raised_brow_sparkle.svg,svg/{theme}/raised_brow_sparkle.svg,png/{theme}/{size}/raised_brow_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
524,NE0524,raised_brow_left_sweat,thought,raised_brow,left_sweat,Original Neutrino emoji: raised brow with left-side sweat drop.,thought|skeptical|brow|sweat,svg/master/raised_brow_left_sweat.svg,svg/{theme}/raised_brow_left_sweat.svg,png/{theme}/{size}/raised_brow_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
525,NE0525,raised_brow_right_tear,thought,raised_brow,right_tear,Original Neutrino emoji: raised brow with right-side tear drop.,thought|skeptical|brow|tear,svg/master/raised_brow_right_tear.svg,svg/{theme}/raised_brow_right_tear.svg,png/{theme}/{size}/raised_brow_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
526,NE0526,raised_brow_cheek_blush,thought,raised_brow,cheek_blush,Original Neutrino emoji: raised brow with cheek blush marks.,thought|skeptical|brow|blush,svg/master/raised_brow_cheek_blush.svg,svg/{theme}/raised_brow_cheek_blush.svg,png/{theme}/{size}/raised_brow_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
527,NE0527,raised_brow_halo,thought,raised_brow,halo,Original Neutrino emoji: raised brow with halo ring.,thought|skeptical|brow|angel,svg/master/raised_brow_halo.svg,svg/{theme}/raised_brow_halo.svg,png/{theme}/{size}/raised_brow_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
528,NE0528,raised_brow_tiny_horns,thought,raised_brow,tiny_horns,Original Neutrino emoji: raised brow with small horns.,thought|skeptical|brow|mischief,svg/master/raised_brow_tiny_horns.svg,svg/{theme}/raised_brow_tiny_horns.svg,png/{theme}/{size}/raised_brow_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
529,NE0529,raised_brow_party_hat,thought,raised_brow,party_hat,Original Neutrino emoji: raised brow with party hat.,thought|skeptical|brow|party,svg/master/raised_brow_party_hat.svg,svg/{theme}/raised_brow_party_hat.svg,png/{theme}/{size}/raised_brow_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
530,NE0530,raised_brow_sunglasses_badge,thought,raised_brow,sunglasses_badge,Original Neutrino emoji: raised brow with small sunglasses badge.,thought|skeptical|brow|badge|cool,svg/master/raised_brow_sunglasses_badge.svg,svg/{theme}/raised_brow_sunglasses_badge.svg,png/{theme}/{size}/raised_brow_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
531,NE0531,raised_brow_monocle_badge,thought,raised_brow,monocle_badge,Original Neutrino emoji: raised brow with small monocle badge.,thought|skeptical|brow|badge|inspect,svg/master/raised_brow_monocle_badge.svg,svg/{theme}/raised_brow_monocle_badge.svg,png/{theme}/{size}/raised_brow_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
532,NE0532,raised_brow_medical_mask,thought,raised_brow,medical_mask,Original Neutrino emoji: raised brow with medical mask overlay.,thought|skeptical|brow|mask|health,svg/master/raised_brow_medical_mask.svg,svg/{theme}/raised_brow_medical_mask.svg,png/{theme}/{size}/raised_brow_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
533,NE0533,raised_brow_thermometer,thought,raised_brow,thermometer,Original Neutrino emoji: raised brow with thermometer accent.,thought|skeptical|brow|fever,svg/master/raised_brow_thermometer.svg,svg/{theme}/raised_brow_thermometer.svg,png/{theme}/{size}/raised_brow_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
534,NE0534,raised_brow_headphones,thought,raised_brow,headphones,Original Neutrino emoji: raised brow with headphones overlay.,thought|skeptical|brow|audio,svg/master/raised_brow_headphones.svg,svg/{theme}/raised_brow_headphones.svg,png/{theme}/{size}/raised_brow_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
535,NE0535,raised_brow_crown,thought,raised_brow,crown,Original Neutrino emoji: raised brow with small crown.,thought|skeptical|brow|royal,svg/master/raised_brow_crown.svg,svg/{theme}/raised_brow_crown.svg,png/{theme}/{size}/raised_brow_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
536,NE0536,raised_brow_cap,thought,raised_brow,cap,Original Neutrino emoji: raised brow with baseball cap.,thought|skeptical|brow|cap,svg/master/raised_brow_cap.svg,svg/{theme}/raised_brow_cap.svg,png/{theme}/{size}/raised_brow_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
537,NE0537,raised_brow_heart_badge,thought,raised_brow,heart_badge,Original Neutrino emoji: raised brow with small heart badge.,thought|skeptical|brow|love|badge,svg/master/raised_brow_heart_badge.svg,svg/{theme}/raised_brow_heart_badge.svg,png/{theme}/{size}/raised_brow_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
538,NE0538,raised_brow_question_badge,thought,raised_brow,question_badge,Original Neutrino emoji: raised brow with question badge.,thought|skeptical|brow|question|badge,svg/master/raised_brow_question_badge.svg,svg/{theme}/raised_brow_question_badge.svg,png/{theme}/{size}/raised_brow_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
539,NE0539,raised_brow_exclamation_badge,thought,raised_brow,exclamation_badge,Original Neutrino emoji: raised brow with exclamation badge.,thought|skeptical|brow|alert|badge,svg/master/raised_brow_exclamation_badge.svg,svg/{theme}/raised_brow_exclamation_badge.svg,png/{theme}/{size}/raised_brow_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
540,NE0540,raised_brow_neutrino_orbit,thought,raised_brow,neutrino_orbit,Original Neutrino emoji: raised brow with Neutrino orbit mark.,thought|skeptical|brow|neutrino|orbit,svg/master/raised_brow_neutrino_orbit.svg,svg/{theme}/raised_brow_neutrino_orbit.svg,png/{theme}/{size}/raised_brow_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
541,NE0541,neutral_plain,neutral,neutral,plain,Original Neutrino emoji: neutral with base expression only.,neutral|plain,svg/master/neutral_plain.svg,svg/{theme}/neutral_plain.svg,png/{theme}/{size}/neutral_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
542,NE0542,neutral_soft_shadow,neutral,neutral,soft_shadow,Original Neutrino emoji: neutral with extra soft drop shadow.,neutral|plain|depth,svg/master/neutral_soft_shadow.svg,svg/{theme}/neutral_soft_shadow.svg,png/{theme}/{size}/neutral_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
543,NE0543,neutral_sparkle,neutral,neutral,sparkle,Original Neutrino emoji: neutral with sparkle accent.,neutral|plain|sparkle,svg/master/neutral_sparkle.svg,svg/{theme}/neutral_sparkle.svg,png/{theme}/{size}/neutral_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
544,NE0544,neutral_left_sweat,neutral,neutral,left_sweat,Original Neutrino emoji: neutral with left-side sweat drop.,neutral|plain|sweat,svg/master/neutral_left_sweat.svg,svg/{theme}/neutral_left_sweat.svg,png/{theme}/{size}/neutral_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
545,NE0545,neutral_right_tear,neutral,neutral,right_tear,Original Neutrino emoji: neutral with right-side tear drop.,neutral|plain|tear,svg/master/neutral_right_tear.svg,svg/{theme}/neutral_right_tear.svg,png/{theme}/{size}/neutral_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
546,NE0546,neutral_cheek_blush,neutral,neutral,cheek_blush,Original Neutrino emoji: neutral with cheek blush marks.,neutral|plain|blush,svg/master/neutral_cheek_blush.svg,svg/{theme}/neutral_cheek_blush.svg,png/{theme}/{size}/neutral_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
547,NE0547,neutral_halo,neutral,neutral,halo,Original Neutrino emoji: neutral with halo ring.,neutral|plain|angel,svg/master/neutral_halo.svg,svg/{theme}/neutral_halo.svg,png/{theme}/{size}/neutral_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
548,NE0548,neutral_tiny_horns,neutral,neutral,tiny_horns,Original Neutrino emoji: neutral with small horns.,neutral|plain|mischief,svg/master/neutral_tiny_horns.svg,svg/{theme}/neutral_tiny_horns.svg,png/{theme}/{size}/neutral_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
549,NE0549,neutral_party_hat,neutral,neutral,party_hat,Original Neutrino emoji: neutral with party hat.,neutral|plain|party,svg/master/neutral_party_hat.svg,svg/{theme}/neutral_party_hat.svg,png/{theme}/{size}/neutral_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
550,NE0550,neutral_sunglasses_badge,neutral,neutral,sunglasses_badge,Original Neutrino emoji: neutral with small sunglasses badge.,neutral|plain|badge|cool,svg/master/neutral_sunglasses_badge.svg,svg/{theme}/neutral_sunglasses_badge.svg,png/{theme}/{size}/neutral_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
551,NE0551,neutral_monocle_badge,neutral,neutral,monocle_badge,Original Neutrino emoji: neutral with small monocle badge.,neutral|plain|badge|inspect,svg/master/neutral_monocle_badge.svg,svg/{theme}/neutral_monocle_badge.svg,png/{theme}/{size}/neutral_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
552,NE0552,neutral_medical_mask,neutral,neutral,medical_mask,Original Neutrino emoji: neutral with medical mask overlay.,neutral|plain|mask|health,svg/master/neutral_medical_mask.svg,svg/{theme}/neutral_medical_mask.svg,png/{theme}/{size}/neutral_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
553,NE0553,neutral_thermometer,neutral,neutral,thermometer,Original Neutrino emoji: neutral with thermometer accent.,neutral|plain|fever,svg/master/neutral_thermometer.svg,svg/{theme}/neutral_thermometer.svg,png/{theme}/{size}/neutral_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
554,NE0554,neutral_headphones,neutral,neutral,headphones,Original Neutrino emoji: neutral with headphones overlay.,neutral|plain|audio,svg/master/neutral_headphones.svg,svg/{theme}/neutral_headphones.svg,png/{theme}/{size}/neutral_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
555,NE0555,neutral_crown,neutral,neutral,crown,Original Neutrino emoji: neutral with small crown.,neutral|plain|royal,svg/master/neutral_crown.svg,svg/{theme}/neutral_crown.svg,png/{theme}/{size}/neutral_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
556,NE0556,neutral_cap,neutral,neutral,cap,Original Neutrino emoji: neutral with baseball cap.,neutral|plain|cap,svg/master/neutral_cap.svg,svg/{theme}/neutral_cap.svg,png/{theme}/{size}/neutral_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
557,NE0557,neutral_heart_badge,neutral,neutral,heart_badge,Original Neutrino emoji: neutral with small heart badge.,neutral|plain|love|badge,svg/master/neutral_heart_badge.svg,svg/{theme}/neutral_heart_badge.svg,png/{theme}/{size}/neutral_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
558,NE0558,neutral_question_badge,neutral,neutral,question_badge,Original Neutrino emoji: neutral with question badge.,neutral|plain|question|badge,svg/master/neutral_question_badge.svg,svg/{theme}/neutral_question_badge.svg,png/{theme}/{size}/neutral_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
559,NE0559,neutral_exclamation_badge,neutral,neutral,exclamation_badge,Original Neutrino emoji: neutral with exclamation badge.,neutral|plain|alert|badge,svg/master/neutral_exclamation_badge.svg,svg/{theme}/neutral_exclamation_badge.svg,png/{theme}/{size}/neutral_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
560,NE0560,neutral_neutrino_orbit,neutral,neutral,neutrino_orbit,Original Neutrino emoji: neutral with Neutrino orbit mark.,neutral|plain|neutrino|orbit,svg/master/neutral_neutrino_orbit.svg,svg/{theme}/neutral_neutrino_orbit.svg,png/{theme}/{size}/neutral_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
561,NE0561,expressionless_plain,neutral,expressionless,plain,Original Neutrino emoji: expressionless with base expression only.,neutral|expressionless|deadpan,svg/master/expressionless_plain.svg,svg/{theme}/expressionless_plain.svg,png/{theme}/{size}/expressionless_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
562,NE0562,expressionless_soft_shadow,neutral,expressionless,soft_shadow,Original Neutrino emoji: expressionless with extra soft drop shadow.,neutral|expressionless|deadpan|depth,svg/master/expressionless_soft_shadow.svg,svg/{theme}/expressionless_soft_shadow.svg,png/{theme}/{size}/expressionless_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
563,NE0563,expressionless_sparkle,neutral,expressionless,sparkle,Original Neutrino emoji: expressionless with sparkle accent.,neutral|expressionless|deadpan|sparkle,svg/master/expressionless_sparkle.svg,svg/{theme}/expressionless_sparkle.svg,png/{theme}/{size}/expressionless_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
564,NE0564,expressionless_left_sweat,neutral,expressionless,left_sweat,Original Neutrino emoji: expressionless with left-side sweat drop.,neutral|expressionless|deadpan|sweat,svg/master/expressionless_left_sweat.svg,svg/{theme}/expressionless_left_sweat.svg,png/{theme}/{size}/expressionless_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
565,NE0565,expressionless_right_tear,neutral,expressionless,right_tear,Original Neutrino emoji: expressionless with right-side tear drop.,neutral|expressionless|deadpan|tear,svg/master/expressionless_right_tear.svg,svg/{theme}/expressionless_right_tear.svg,png/{theme}/{size}/expressionless_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
566,NE0566,expressionless_cheek_blush,neutral,expressionless,cheek_blush,Original Neutrino emoji: expressionless with cheek blush marks.,neutral|expressionless|deadpan|blush,svg/master/expressionless_cheek_blush.svg,svg/{theme}/expressionless_cheek_blush.svg,png/{theme}/{size}/expressionless_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
567,NE0567,expressionless_halo,neutral,expressionless,halo,Original Neutrino emoji: expressionless with halo ring.,neutral|expressionless|deadpan|angel,svg/master/expressionless_halo.svg,svg/{theme}/expressionless_halo.svg,png/{theme}/{size}/expressionless_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
568,NE0568,expressionless_tiny_horns,neutral,expressionless,tiny_horns,Original Neutrino emoji: expressionless with small horns.,neutral|expressionless|deadpan|mischief,svg/master/expressionless_tiny_horns.svg,svg/{theme}/expressionless_tiny_horns.svg,png/{theme}/{size}/expressionless_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
569,NE0569,expressionless_party_hat,neutral,expressionless,party_hat,Original Neutrino emoji: expressionless with party hat.,neutral|expressionless|deadpan|party,svg/master/expressionless_party_hat.svg,svg/{theme}/expressionless_party_hat.svg,png/{theme}/{size}/expressionless_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
570,NE0570,expressionless_sunglasses_badge,neutral,expressionless,sunglasses_badge,Original Neutrino emoji: expressionless with small sunglasses badge.,neutral|expressionless|deadpan|badge|cool,svg/master/expressionless_sunglasses_badge.svg,svg/{theme}/expressionless_sunglasses_badge.svg,png/{theme}/{size}/expressionless_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
571,NE0571,expressionless_monocle_badge,neutral,expressionless,monocle_badge,Original Neutrino emoji: expressionless with small monocle badge.,neutral|expressionless|deadpan|badge|inspect,svg/master/expressionless_monocle_badge.svg,svg/{theme}/expressionless_monocle_badge.svg,png/{theme}/{size}/expressionless_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
572,NE0572,expressionless_medical_mask,neutral,expressionless,medical_mask,Original Neutrino emoji: expressionless with medical mask overlay.,neutral|expressionless|deadpan|mask|health,svg/master/expressionless_medical_mask.svg,svg/{theme}/expressionless_medical_mask.svg,png/{theme}/{size}/expressionless_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
573,NE0573,expressionless_thermometer,neutral,expressionless,thermometer,Original Neutrino emoji: expressionless with thermometer accent.,neutral|expressionless|deadpan|fever,svg/master/expressionless_thermometer.svg,svg/{theme}/expressionless_thermometer.svg,png/{theme}/{size}/expressionless_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
574,NE0574,expressionless_headphones,neutral,expressionless,headphones,Original Neutrino emoji: expressionless with headphones overlay.,neutral|expressionless|deadpan|audio,svg/master/expressionless_headphones.svg,svg/{theme}/expressionless_headphones.svg,png/{theme}/{size}/expressionless_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
575,NE0575,expressionless_crown,neutral,expressionless,crown,Original Neutrino emoji: expressionless with small crown.,neutral|expressionless|deadpan|royal,svg/master/expressionless_crown.svg,svg/{theme}/expressionless_crown.svg,png/{theme}/{size}/expressionless_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
576,NE0576,expressionless_cap,neutral,expressionless,cap,Original Neutrino emoji: expressionless with baseball cap.,neutral|expressionless|deadpan|cap,svg/master/expressionless_cap.svg,svg/{theme}/expressionless_cap.svg,png/{theme}/{size}/expressionless_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
577,NE0577,expressionless_heart_badge,neutral,expressionless,heart_badge,Original Neutrino emoji: expressionless with small heart badge.,neutral|expressionless|deadpan|love|badge,svg/master/expressionless_heart_badge.svg,svg/{theme}/expressionless_heart_badge.svg,png/{theme}/{size}/expressionless_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
578,NE0578,expressionless_question_badge,neutral,expressionless,question_badge,Original Neutrino emoji: expressionless with question badge.,neutral|expressionless|deadpan|question|badge,svg/master/expressionless_question_badge.svg,svg/{theme}/expressionless_question_badge.svg,png/{theme}/{size}/expressionless_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
579,NE0579,expressionless_exclamation_badge,neutral,expressionless,exclamation_badge,Original Neutrino emoji: expressionless with exclamation badge.,neutral|expressionless|deadpan|alert|badge,svg/master/expressionless_exclamation_badge.svg,svg/{theme}/expressionless_exclamation_badge.svg,png/{theme}/{size}/expressionless_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
580,NE0580,expressionless_neutrino_orbit,neutral,expressionless,neutrino_orbit,Original Neutrino emoji: expressionless with Neutrino orbit mark.,neutral|expressionless|deadpan|neutrino|orbit,svg/master/expressionless_neutrino_orbit.svg,svg/{theme}/expressionless_neutrino_orbit.svg,png/{theme}/{size}/expressionless_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
